9604,10477
9604,7325
9604,6927
9604,51533
9604,7323
9604,7322
9604,7321
9604,6049
9604,1499
9604,148581
9604,367
9604,55284
9604,51619
9604,7335
9604,55603
9604,7324
55585,23016
55585,8237
55585,10273
55585,9616
55585,79102
55585,22938
55585,64207
92912,6880
92912,9921
92912,23016
92912,7703
92912,7706
92912,331
92912,54778
92912,23295
9921,7088
9921,60492
9921,7323
9921,55284
9921,9869
9921,2885
9921,8291
9921,7013
9921,7726
9921,7335
9921,7325
9921,7322
9921,7321
9921,63893
9921,148581
9921,1287
9921,7324
9921,10477
9921,7329
9921,7328
9921,55183
9921,4193
9921,10813
9921,7289
9921,3326
9921,23028
9921,51619
9921,1915
26994,29924
26994,83737
26994,55040
26994,64750
26994,7323
26994,6233
26994,23327
26994,10241
26994,23163
26994,7314
26994,5859
26994,23243
26994,2060
26994,27342
26994,54165
26994,868
26994,4734
26994,29978
26994,56893
26994,88455
26994,57154
26994,4646
26994,59348
26994,7324
26994,10015
26994,10133
26994,165918
26994,7316
26994,8078
26994,7322
26994,7321
26994,7128
26994,26088
26994,146691
26994,84164
26994,54476
26994,10254
26994,7311
26994,8517
26994,11201
26994,10477
26994,7325
26994,9765
26994,11059
26994,10318
26994,148581
26994,7334
26994,8887
26994,9372
26994,550
26994,10617
26994,7335
26994,2074
26994,51619
26994,6625
26994,11060
26994,133957
11342,10477
11342,10763
11342,7334
11342,7323
11342,7322
11342,7321
11342,7335
11342,6776
11342,51619
11342,7317
11342,7324
161253,26277
161253,81851
89853,84708
127253,9463
127253,11130
56163,988
56163,148581
653784,222229
653784,1452
653784,9169
653784,27229
653784,8517
653784,3959
653784,121441
653784,79876
653784,114791
653784,57606
653784,22981
653784,440145
653784,10844
653784,7283
80097,27229
80097,4609
80097,11140
80097,10844
80097,10426
80097,440145
80097,114791
80097,9869
80097,1452
80097,9991
80097,7283
80097,9641
57132,9101
57132,90417
57132,1213
57132,9463
57132,8802
57132,26133
57132,128866
57132,23534
57132,159195
57132,4998
57132,23020
57132,51510
57132,10617
57132,10342
57132,5119
57132,523
57132,27183
57132,8766
57132,25904
57132,8045
57132,6749
5373,91703
5372,5870
5372,51560
5372,7741
5372,773
5372,25898
5372,1871
445,5770
445,3717
445,1039
445,64400
445,4609
445,9113
445,23322
445,84164
445,54557
445,5862
445,369
445,7014
445,7013
445,7391
445,4502
445,7534
445,4292
445,132320
445,6272
2272,4191
2272,2109
2272,3336
2272,10966
2272,3329
2272,373
2272,217
2272,2232
27185,80279
27185,114928
27185,88
27185,8404
27185,1809
27185,285025
27185,7204
27185,149473
27185,5885
27185,5142
27185,285527
27185,22803
27185,23499
27185,285753
27185,1191
27185,5230
27185,667
27185,51637
27185,22920
27185,58533
27185,23043
27185,10168
27185,8658
27185,81565
27185,7280
27185,9859
27185,2782
27185,22843
27185,71
27185,9989
27185,10989
27185,10971
27185,24144
27185,8045
27185,1778
27185,55704
27185,22809
27185,468
27185,23637
27185,10425
27185,51072
27185,6709
27185,5536
27185,53407
27185,8667
27185,7511
27185,150726
27185,1808
27185,6453
27185,203068
27185,55763
27185,23265
